WorkforcePlanRecordID,MonthStartDateKey,TeamKey,SkillKey,Location,RequiredFTE,ActualFTE,OpenDemandFTE,ContractorFTE,CapacityGapFTE,AvailableCapacityHours,RequiredCapacityHours
WFP-000517,20250501,2,2,"Atlanta, GA",2.14,2.0,0.14,0.0,-0.14,320.0,342.4
WFP-000518,20250501,2,2,"Phoenix, AZ",1.07,1.0,0.07,0.0,-0.07,160.0,171.2
WFP-000519,20250501,2,2,"Charlotte, NC",1.61,1.5,0.11,1.0,-0.11,240.0,257.6
WFP-000520,20250501,2,2,"Remote, US",8.08,5.93,2.15,0.0,-2.15,948.8,1292.8
WFP-000521,20250501,3,3,"Atlanta, GA",1.99,2.0,0.0,0.0,0.01,320.0,318.4
WFP-000522,20250501,3,3,"Phoenix, AZ",5.96,6.0,0.0,1.0,0.04,960.0,953.6
WFP-000523,20250501,3,3,"Charlotte, NC",9.93,9.0,0.93,1.0,-0.93,1440.0,1588.8
WFP-000524,20250501,3,3,"Remote, US",0.99,1.0,0.0,0.0,0.01,160.0,158.4
WFP-000525,20250501,4,4,"Atlanta, GA",3.24,3.23,0.01,0.0,-0.01,516.8,518.4
WFP-000526,20250501,4,4,"Phoenix, AZ",12.04,11.0,1.04,1.0,-1.04,1760.0,1926.4
WFP-000527,20250501,4,4,"Charlotte, NC",6.02,6.0,0.02,1.0,-0.02,960.0,963.2
WFP-000528,20250501,4,4,"Remote, US",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000529,20250501,5,5,"Atlanta, GA",4.07,4.0,0.07,2.0,-0.07,640.0,651.2
WFP-000530,20250501,5,5,"Phoenix, AZ",3.06,3.0,0.06,0.0,-0.06,480.0,489.6
WFP-000531,20250501,5,5,"Charlotte, NC",8.15,7.0,1.15,1.0,-1.15,1120.0,1304.0
WFP-000532,20250501,5,5,"Remote, US",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000533,20250501,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000534,20250501,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000535,20250501,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000536,20250501,6,6,"Remote, US",8.41,7.0,1.41,2.0,-1.41,1120.0,1345.6
WFP-000537,20250501,7,7,"Atlanta, GA",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000538,20250501,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000539,20250501,7,7,"Charlotte, NC",1.02,1.0,0.02,1.0,-0.02,160.0,163.2
WFP-000540,20250501,7,7,"Remote, US",6.11,5.0,1.11,1.0,-1.11,800.0,977.6
WFP-000541,20250501,8,8,"Atlanta, GA",3.95,3.0,0.95,0.0,-0.95,480.0,632.0
WFP-000542,20250501,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000543,20250501,8,8,"Charlotte, NC",0.99,1.0,0.0,0.0,0.01,160.0,158.4
WFP-000544,20250501,8,8,"Remote, US",1.98,2.0,0.0,1.0,0.02,320.0,316.8
WFP-000545,20250601,1,1,"Atlanta, GA",6.18,6.0,0.18,2.0,-0.18,960.0,988.8
WFP-000546,20250601,1,1,"Phoenix, AZ",2.57,2.5,0.07,0.0,-0.07,400.0,411.2
WFP-000547,20250601,1,1,"Charlotte, NC",8.64,7.0,1.64,1.0,-1.64,1120.0,1382.4
WFP-000548,20250601,1,1,"Remote, US",9.09,8.83,0.26,3.0,-0.26,1412.8,1454.4
WFP-000549,20250601,2,2,"Atlanta, GA",1.99,2.0,0.0,0.0,0.01,320.0,318.4
WFP-000550,20250601,2,2,"Phoenix, AZ",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000551,20250601,2,2,"Charlotte, NC",1.99,2.0,0.0,1.0,0.01,320.0,318.4
WFP-000552,20250601,2,2,"Remote, US",7.97,7.0,0.97,0.0,-0.97,1120.0,1275.2
WFP-000553,20250601,3,3,"Atlanta, GA",1.98,2.0,0.0,0.0,0.02,320.0,316.8
WFP-000554,20250601,3,3,"Phoenix, AZ",5.93,6.0,0.0,1.0,0.07,960.0,948.8
WFP-000555,20250601,3,3,"Charlotte, NC",9.78,8.9,0.88,1.0,-0.88,1424.0,1564.8
WFP-000556,20250601,3,3,"Remote, US",0.99,1.0,0.0,0.0,0.01,160.0,158.4
WFP-000557,20250601,4,4,"Atlanta, GA",3.88,4.0,0.0,0.0,0.12,640.0,620.8
WFP-000558,20250601,4,4,"Phoenix, AZ",11.63,11.0,0.63,1.0,-0.63,1760.0,1860.8
WFP-000559,20250601,4,4,"Charlotte, NC",5.82,6.0,0.0,1.0,0.18,960.0,931.2
WFP-000560,20250601,4,4,"Remote, US",0.97,1.0,0.0,0.0,0.03,160.0,155.2
WFP-000561,20250601,5,5,"Atlanta, GA",4.08,4.0,0.08,2.0,-0.08,640.0,652.8
WFP-000562,20250601,5,5,"Phoenix, AZ",3.06,3.0,0.06,0.0,-0.06,480.0,489.6
WFP-000563,20250601,5,5,"Charlotte, NC",8.17,7.0,1.17,1.0,-1.17,1120.0,1307.2
WFP-000564,20250601,5,5,"Remote, US",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000565,20250601,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000566,20250601,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000567,20250601,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000568,20250601,6,6,"Remote, US",8.41,7.0,1.41,2.0,-1.41,1120.0,1345.6
WFP-000569,20250601,7,7,"Atlanta, GA",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000570,20250601,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000571,20250601,7,7,"Charlotte, NC",1.01,1.0,0.01,1.0,-0.01,160.0,161.6
WFP-000572,20250601,7,7,"Remote, US",6.19,5.1,1.09,1.0,-1.09,816.0,990.4
WFP-000573,20250601,8,8,"Atlanta, GA",3.91,3.0,0.91,0.0,-0.91,480.0,625.6
WFP-000574,20250601,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000575,20250601,8,8,"Charlotte, NC",0.98,1.0,0.0,0.0,0.02,160.0,156.8
WFP-000576,20250601,8,8,"Remote, US",1.96,2.0,0.0,1.0,0.04,320.0,313.6
WFP-000577,20250701,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000578,20250701,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000579,20250701,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000580,20250701,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000581,20250701,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000582,20250701,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000583,20250701,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000584,20250701,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000585,20250701,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000586,20250701,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000587,20250701,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000588,20250701,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000589,20250701,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000590,20250701,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000591,20250701,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000592,20250701,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000593,20250701,5,5,"Atlanta, GA",4.07,4.0,0.07,2.0,-0.07,640.0,651.2
WFP-000594,20250701,5,5,"Phoenix, AZ",3.05,3.0,0.05,0.0,-0.05,480.0,488.0
WFP-000595,20250701,5,5,"Charlotte, NC",8.15,7.0,1.15,1.0,-1.15,1120.0,1304.0
WFP-000596,20250701,5,5,"Remote, US",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000597,20250701,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000598,20250701,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000599,20250701,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000600,20250701,6,6,"Remote, US",8.43,7.0,1.43,2.0,-1.43,1120.0,1348.8
WFP-000601,20250701,7,7,"Atlanta, GA",0.93,1.0,0.0,0.0,0.07,160.0,148.8
WFP-000602,20250701,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000603,20250701,7,7,"Charlotte, NC",0.93,1.0,0.0,1.0,0.07,160.0,148.8
WFP-000604,20250701,7,7,"Remote, US",6.49,6.0,0.49,1.0,-0.49,960.0,1038.4
WFP-000605,20250701,8,8,"Atlanta, GA",3.97,3.0,0.97,0.0,-0.97,480.0,635.2
WFP-000606,20250701,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000607,20250701,8,8,"Charlotte, NC",0.99,1.0,0.0,0.0,0.01,160.0,158.4
WFP-000608,20250701,8,8,"Remote, US",1.98,2.0,0.0,1.0,0.02,320.0,316.8
WFP-000609,20250801,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000610,20250801,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000611,20250801,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000612,20250801,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000613,20250801,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000614,20250801,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000615,20250801,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000616,20250801,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000617,20250801,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000618,20250801,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000619,20250801,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000620,20250801,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000621,20250801,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000622,20250801,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000623,20250801,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000624,20250801,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000625,20250801,5,5,"Atlanta, GA",4.07,4.0,0.07,2.0,-0.07,640.0,651.2
WFP-000626,20250801,5,5,"Phoenix, AZ",3.06,3.0,0.06,0.0,-0.06,480.0,489.6
WFP-000627,20250801,5,5,"Charlotte, NC",8.15,7.0,1.15,1.0,-1.15,1120.0,1304.0
WFP-000628,20250801,5,5,"Remote, US",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000629,20250801,6,6,"Atlanta, GA",3.14,3.0,0.14,0.0,-0.14,480.0,502.4
WFP-000630,20250801,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000631,20250801,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000632,20250801,6,6,"Remote, US",8.43,7.0,1.43,2.0,-1.43,1120.0,1348.8
WFP-000633,20250801,7,7,"Atlanta, GA",0.94,1.0,0.0,0.0,0.06,160.0,150.4
WFP-000634,20250801,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000635,20250801,7,7,"Charlotte, NC",0.94,1.0,0.0,1.0,0.06,160.0,150.4
WFP-000636,20250801,7,7,"Remote, US",6.6,6.0,0.6,1.0,-0.6,960.0,1056.0
WFP-000637,20250801,8,8,"Atlanta, GA",3.99,3.0,0.99,0.0,-0.99,480.0,638.4
WFP-000638,20250801,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000639,20250801,8,8,"Charlotte, NC",1.0,1.0,0.0,0.0,0.0,160.0,160.0
WFP-000640,20250801,8,8,"Remote, US",2.0,2.0,0.0,1.0,0.0,320.0,320.0
WFP-000641,20250901,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000642,20250901,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000643,20250901,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000644,20250901,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000645,20250901,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000646,20250901,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000647,20250901,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000648,20250901,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000649,20250901,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000650,20250901,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000651,20250901,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000652,20250901,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000653,20250901,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000654,20250901,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000655,20250901,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000656,20250901,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000657,20250901,5,5,"Atlanta, GA",4.14,4.0,0.14,2.0,-0.14,640.0,662.4
WFP-000658,20250901,5,5,"Phoenix, AZ",3.1,3.0,0.1,0.0,-0.1,480.0,496.0
WFP-000659,20250901,5,5,"Charlotte, NC",8.31,7.0,1.31,1.0,-1.31,1120.0,1329.6
WFP-000660,20250901,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000661,20250901,6,6,"Atlanta, GA",3.15,3.0,0.15,0.0,-0.15,480.0,504.0
WFP-000662,20250901,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000663,20250901,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000664,20250901,6,6,"Remote, US",8.54,7.0,1.54,2.0,-1.54,1120.0,1366.4
WFP-000665,20250901,7,7,"Atlanta, GA",0.95,1.0,0.0,0.0,0.05,160.0,152.0
WFP-000666,20250901,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000667,20250901,7,7,"Charlotte, NC",0.95,1.0,0.0,1.0,0.05,160.0,152.0
WFP-000668,20250901,7,7,"Remote, US",6.66,6.0,0.66,1.0,-0.66,960.0,1065.6
WFP-000669,20250901,8,8,"Atlanta, GA",4.06,3.0,1.06,0.0,-1.06,480.0,649.6
WFP-000670,20250901,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000671,20250901,8,8,"Charlotte, NC",1.01,1.0,0.01,0.0,-0.01,160.0,161.6
WFP-000672,20250901,8,8,"Remote, US",2.03,2.0,0.03,1.0,-0.03,320.0,324.8
WFP-000673,20251001,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000674,20251001,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000675,20251001,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000676,20251001,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000677,20251001,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000678,20251001,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000679,20251001,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000680,20251001,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000681,20251001,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000682,20251001,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000683,20251001,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000684,20251001,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000685,20251001,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000686,20251001,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000687,20251001,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000688,20251001,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000689,20251001,5,5,"Atlanta, GA",4.15,4.0,0.15,2.0,-0.15,640.0,664.0
WFP-000690,20251001,5,5,"Phoenix, AZ",3.11,3.0,0.11,0.0,-0.11,480.0,497.6
WFP-000691,20251001,5,5,"Charlotte, NC",8.42,7.0,1.42,1.0,-1.42,1120.0,1347.2
WFP-000692,20251001,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000693,20251001,6,6,"Atlanta, GA",3.16,3.0,0.16,0.0,-0.16,480.0,505.6
WFP-000694,20251001,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000695,20251001,6,6,"Charlotte, NC",1.06,1.0,0.06,0.0,-0.06,160.0,169.6
WFP-000696,20251001,6,6,"Remote, US",8.7,7.0,1.7,2.0,-1.7,1120.0,1392.0
WFP-000697,20251001,7,7,"Atlanta, GA",0.97,1.0,0.0,0.0,0.03,160.0,155.2
WFP-000698,20251001,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000699,20251001,7,7,"Charlotte, NC",0.96,1.0,0.0,1.0,0.04,160.0,153.6
WFP-000700,20251001,7,7,"Remote, US",6.74,6.0,0.74,1.0,-0.74,960.0,1078.4
WFP-000701,20251001,8,8,"Atlanta, GA",4.08,3.0,1.08,0.0,-1.08,480.0,652.8
WFP-000702,20251001,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000703,20251001,8,8,"Charlotte, NC",1.02,1.0,0.02,0.0,-0.02,160.0,163.2
WFP-000704,20251001,8,8,"Remote, US",2.04,2.0,0.04,1.0,-0.04,320.0,326.4
WFP-000705,20251101,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000706,20251101,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000707,20251101,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000708,20251101,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000709,20251101,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000710,20251101,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000711,20251101,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000712,20251101,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000713,20251101,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000714,20251101,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000715,20251101,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000716,20251101,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000717,20251101,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000718,20251101,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000719,20251101,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000720,20251101,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000721,20251101,5,5,"Atlanta, GA",4.17,4.0,0.17,2.0,-0.17,640.0,667.2
WFP-000722,20251101,5,5,"Phoenix, AZ",3.12,3.0,0.12,0.0,-0.12,480.0,499.2
WFP-000723,20251101,5,5,"Charlotte, NC",8.59,7.0,1.59,1.0,-1.59,1120.0,1374.4
WFP-000724,20251101,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000725,20251101,6,6,"Atlanta, GA",3.17,3.0,0.17,0.0,-0.17,480.0,507.2
WFP-000726,20251101,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000727,20251101,6,6,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000728,20251101,6,6,"Remote, US",8.71,7.0,1.71,2.0,-1.71,1120.0,1393.6
WFP-000729,20251101,7,7,"Atlanta, GA",0.96,1.0,0.0,0.0,0.04,160.0,153.6
WFP-000730,20251101,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000731,20251101,7,7,"Charlotte, NC",0.96,1.0,0.0,1.0,0.04,160.0,153.6
WFP-000732,20251101,7,7,"Remote, US",6.7,6.0,0.7,1.0,-0.7,960.0,1072.0
WFP-000733,20251101,8,8,"Atlanta, GA",4.14,3.0,1.14,0.0,-1.14,480.0,662.4
WFP-000734,20251101,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000735,20251101,8,8,"Charlotte, NC",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000736,20251101,8,8,"Remote, US",2.07,2.0,0.07,1.0,-0.07,320.0,331.2
WFP-000737,20251201,1,1,"Atlanta, GA",6.37,6.0,0.37,2.0,-0.37,960.0,1019.2
WFP-000738,20251201,1,1,"Phoenix, AZ",3.19,3.0,0.19,0.0,-0.19,480.0,510.4
WFP-000739,20251201,1,1,"Charlotte, NC",10.88,7.0,3.88,1.0,-3.88,1120.0,1740.8
WFP-000740,20251201,1,1,"Remote, US",9.56,9.0,0.56,3.0,-0.56,1440.0,1529.6
WFP-000741,20251201,2,2,"Atlanta, GA",2.11,2.0,0.11,0.0,-0.11,320.0,337.6
WFP-000742,20251201,2,2,"Phoenix, AZ",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000743,20251201,2,2,"Charlotte, NC",2.1,2.0,0.1,1.0,-0.1,320.0,336.0
WFP-000744,20251201,2,2,"Remote, US",8.74,7.0,1.74,0.0,-1.74,1120.0,1398.4
WFP-000745,20251201,3,3,"Atlanta, GA",1.79,2.0,0.0,0.0,0.21,320.0,286.4
WFP-000746,20251201,3,3,"Phoenix, AZ",5.37,6.0,0.0,1.0,0.63,960.0,859.2
WFP-000747,20251201,3,3,"Charlotte, NC",8.95,9.0,0.0,1.0,0.05,1440.0,1432.0
WFP-000748,20251201,3,3,"Remote, US",0.89,1.0,0.0,0.0,0.11,160.0,142.4
WFP-000749,20251201,4,4,"Atlanta, GA",3.3,4.0,0.0,0.0,0.7,640.0,528.0
WFP-000750,20251201,4,4,"Phoenix, AZ",9.91,11.0,0.0,1.0,1.09,1760.0,1585.6
WFP-000751,20251201,4,4,"Charlotte, NC",4.96,6.0,0.0,1.0,1.04,960.0,793.6
WFP-000752,20251201,4,4,"Remote, US",0.83,1.0,0.0,0.0,0.17,160.0,132.8
WFP-000753,20251201,5,5,"Atlanta, GA",4.16,4.0,0.16,2.0,-0.16,640.0,665.6
WFP-000754,20251201,5,5,"Phoenix, AZ",3.12,3.0,0.12,0.0,-0.12,480.0,499.2
WFP-000755,20251201,5,5,"Charlotte, NC",8.57,7.0,1.57,1.0,-1.57,1120.0,1371.2
WFP-000756,20251201,5,5,"Remote, US",1.04,1.0,0.04,0.0,-0.04,160.0,166.4
WFP-000757,20251201,6,6,"Atlanta, GA",3.17,3.0,0.17,0.0,-0.17,480.0,507.2
WFP-000758,20251201,6,6,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000759,20251201,6,6,"Charlotte, NC",1.06,1.0,0.06,0.0,-0.06,160.0,169.6
WFP-000760,20251201,6,6,"Remote, US",8.83,7.0,1.83,2.0,-1.83,1120.0,1412.8
WFP-000761,20251201,7,7,"Atlanta, GA",0.94,1.0,0.0,0.0,0.06,160.0,150.4
WFP-000762,20251201,7,7,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000763,20251201,7,7,"Charlotte, NC",0.94,1.0,0.0,1.0,0.06,160.0,150.4
WFP-000764,20251201,7,7,"Remote, US",6.59,6.0,0.59,1.0,-0.59,960.0,1054.4
WFP-000765,20251201,8,8,"Atlanta, GA",4.19,3.0,1.19,0.0,-1.19,480.0,670.4
WFP-000766,20251201,8,8,"Phoenix, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFP-000767,20251201,8,8,"Charlotte, NC",1.05,1.0,0.05,0.0,-0.05,160.0,168.0
WFP-000768,20251201,8,8,"Remote, US",2.09,2.0,0.09,1.0,-0.09,320.0,334.4
