FinancialRecordID,MonthStartDateKey,FiscalMonth,ProjectKey,CostCategory,PeriodType,BudgetAmount,ActualLaborCost,ActualMaterialCost,ActualOtherCost,ActualCostAmount,CommittedCost,ForecastToComplete,EAC,PlannedLaborHours,ActualLaborHours
FIN-000396,20251001,2025-10,7,Other,Forecast,36149.06,0.0,0.0,0.0,0.0,7894.97,27219.44,27219.44,0.0,0.0
FIN-000397,20251101,2025-11,7,Labor,Forecast,106266.88,0.0,0.0,0.0,0.0,20201.1,79848.11,79848.11,1261.01,0.0
FIN-000398,20251101,2025-11,7,Contractor,Forecast,30020.3,0.0,0.0,0.0,0.0,8737.46,25079.81,25079.81,252.58,0.0
FIN-000399,20251101,2025-11,7,Material,Forecast,62479.86,0.0,0.0,0.0,0.0,20702.72,46417.58,46417.58,0.0,0.0
FIN-000400,20251101,2025-11,7,Other,Forecast,36993.24,0.0,0.0,0.0,0.0,6479.51,26426.82,26426.82,0.0,0.0
FIN-000401,20251201,2025-12,7,Labor,Forecast,105198.03,0.0,0.0,0.0,0.0,15731.36,86356.01,86356.01,1248.32,0.0
FIN-000402,20251201,2025-12,7,Contractor,Forecast,31048.34,0.0,0.0,0.0,0.0,9220.82,25549.26,25549.26,261.23,0.0
FIN-000403,20251201,2025-12,7,Material,Forecast,60292.49,0.0,0.0,0.0,0.0,14458.82,43564.09,43564.09,0.0,0.0
FIN-000404,20251201,2025-12,7,Other,Forecast,37992.04,0.0,0.0,0.0,0.0,6272.64,30035.7,30035.7,0.0,0.0
FIN-000405,20250101,2025-01,8,Labor,Actual,31169.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.01,0.0
FIN-000406,20250101,2025-01,8,Contractor,Actual,8865.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.99,0.0
FIN-000407,20250101,2025-01,8,Material,Actual,28239.05,0.0,22208.86,0.0,22208.86,0.0,0.0,22208.86,0.0,0.0
FIN-000408,20250101,2025-01,8,Other,Actual,12577.84,0.0,0.0,9454.71,9454.71,0.0,0.0,9454.71,0.0,0.0
FIN-000409,20250201,2025-02,8,Labor,Actual,35229.91,73127.14,0.0,0.0,73127.14,0.0,0.0,73127.14,388.83,787.25
FIN-000410,20250201,2025-02,8,Contractor,Actual,10367.08,4949.37,0.0,0.0,4949.37,0.0,0.0,4949.37,72.49,51.75
FIN-000411,20250201,2025-02,8,Material,Actual,30186.98,0.0,22893.25,0.0,22893.25,0.0,0.0,22893.25,0.0,0.0
FIN-000412,20250201,2025-02,8,Other,Actual,13921.27,0.0,0.0,10655.21,10655.21,0.0,0.0,10655.21,0.0,0.0
FIN-000413,20250301,2025-03,8,Labor,Actual,41370.78,53222.04,0.0,0.0,53222.04,0.0,0.0,53222.04,456.6,559.75
FIN-000414,20250301,2025-03,8,Contractor,Actual,10909.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28,0.0
FIN-000415,20250301,2025-03,8,Material,Actual,32342.99,0.0,24565.34,0.0,24565.34,0.0,0.0,24565.34,0.0,0.0
FIN-000416,20250301,2025-03,8,Other,Actual,15262.0,0.0,0.0,10379.08,10379.08,0.0,0.0,10379.08,0.0,0.0
FIN-000417,20250401,2025-04,8,Labor,Actual,45583.64,63270.98,0.0,0.0,63270.98,0.0,0.0,63270.98,503.1,653.25
FIN-000418,20250401,2025-04,8,Contractor,Actual,12999.6,4063.86,0.0,0.0,4063.86,0.0,0.0,4063.86,90.89,23.5
FIN-000419,20250401,2025-04,8,Material,Actual,32830.5,0.0,24876.3,0.0,24876.3,0.0,0.0,24876.3,0.0,0.0
FIN-000420,20250401,2025-04,8,Other,Actual,17078.52,0.0,0.0,12093.37,12093.37,0.0,0.0,12093.37,0.0,0.0
FIN-000421,20250501,2025-05,8,Labor,Actual,48389.46,87558.31,0.0,0.0,87558.31,0.0,0.0,87558.31,534.07,921.25
FIN-000422,20250501,2025-05,8,Contractor,Actual,14863.5,5602.38,0.0,0.0,5602.38,0.0,0.0,5602.38,103.93,35.75
FIN-000423,20250501,2025-05,8,Material,Actual,37287.05,0.0,24326.08,0.0,24326.08,0.0,0.0,24326.08,0.0,0.0
FIN-000424,20250501,2025-05,8,Other,Actual,17102.84,0.0,0.0,14769.32,14769.32,0.0,0.0,14769.32,0.0,0.0
FIN-000425,20250601,2025-06,8,Labor,Actual,50111.75,87951.96,0.0,0.0,87951.96,0.0,0.0,87951.96,553.08,936.0
FIN-000426,20250601,2025-06,8,Contractor,Actual,16494.27,2272.3,0.0,0.0,2272.3,0.0,0.0,2272.3,115.33,14.5
FIN-000427,20250601,2025-06,8,Material,Actual,38627.94,0.0,32476.38,0.0,32476.38,0.0,0.0,32476.38,0.0,0.0
FIN-000428,20250601,2025-06,8,Other,Actual,18014.99,0.0,0.0,16000.42,16000.42,0.0,0.0,16000.42,0.0,0.0
FIN-000429,20250701,2025-07,8,Labor,Forecast,54744.19,0.0,0.0,0.0,0.0,20875.9,60873.76,60873.76,604.21,0.0
FIN-000430,20250701,2025-07,8,Contractor,Forecast,16747.57,0.0,0.0,0.0,0.0,8048.8,16773.2,16773.2,117.1,0.0
FIN-000431,20250701,2025-07,8,Material,Forecast,40366.52,0.0,0.0,0.0,0.0,21243.64,40556.36,40556.36,0.0,0.0
FIN-000432,20250701,2025-07,8,Other,Forecast,18753.57,0.0,0.0,0.0,0.0,5842.73,18573.02,18573.02,0.0,0.0
FIN-000433,20250801,2025-08,8,Labor,Forecast,60633.29,0.0,0.0,0.0,0.0,22986.26,65035.81,65035.81,669.2,0.0
FIN-000434,20250801,2025-08,8,Contractor,Forecast,17985.11,0.0,0.0,0.0,0.0,9293.92,18710.88,18710.88,125.75,0.0
FIN-000435,20250801,2025-08,8,Material,Forecast,41295.15,0.0,0.0,0.0,0.0,17192.12,44742.0,44742.0,0.0,0.0
FIN-000436,20250801,2025-08,8,Other,Forecast,20322.43,0.0,0.0,0.0,0.0,4883.71,20523.28,20523.28,0.0,0.0
FIN-000437,20250901,2025-09,8,Labor,Forecast,61176.94,0.0,0.0,0.0,0.0,17867.3,62783.71,62783.71,675.2,0.0
FIN-000438,20250901,2025-09,8,Contractor,Forecast,20258.74,0.0,0.0,0.0,0.0,7586.61,20150.39,20150.39,141.65,0.0
FIN-000439,20250901,2025-09,8,Material,Forecast,39848.29,0.0,0.0,0.0,0.0,16980.44,40058.33,40058.33,0.0,0.0
FIN-000440,20250901,2025-09,8,Other,Forecast,19434.7,0.0,0.0,0.0,0.0,4986.53,19030.29,19030.29,0.0,0.0
FIN-000441,20251001,2025-10,8,Labor,Forecast,62078.84,0.0,0.0,0.0,0.0,26176.08,68128.15,68128.15,685.16,0.0
FIN-000442,20251001,2025-10,8,Contractor,Forecast,22567.9,0.0,0.0,0.0,0.0,6908.33,24004.22,24004.22,157.8,0.0
FIN-000443,20251001,2025-10,8,Material,Forecast,41022.38,0.0,0.0,0.0,0.0,16587.2,42822.61,42822.61,0.0,0.0
FIN-000444,20251001,2025-10,8,Other,Forecast,19929.62,0.0,0.0,0.0,0.0,4979.3,19684.36,19684.36,0.0,0.0
FIN-000445,20251101,2025-11,8,Labor,Forecast,66211.84,0.0,0.0,0.0,0.0,20182.87,64046.7,64046.7,730.77,0.0
FIN-000446,20251101,2025-11,8,Contractor,Forecast,24358.09,0.0,0.0,0.0,0.0,8567.94,24809.25,24809.25,170.31,0.0
FIN-000447,20251101,2025-11,8,Material,Forecast,43700.83,0.0,0.0,0.0,0.0,13543.43,47745.95,47745.95,0.0,0.0
FIN-000448,20251101,2025-11,8,Other,Forecast,20205.09,0.0,0.0,0.0,0.0,5426.56,22303.25,22303.25,0.0,0.0
FIN-000449,20251201,2025-12,8,Labor,Forecast,75631.21,0.0,0.0,0.0,0.0,19305.9,83303.99,83303.99,834.73,0.0
FIN-000450,20251201,2025-12,8,Contractor,Forecast,26007.02,0.0,0.0,0.0,0.0,9077.44,26265.48,26265.48,181.84,0.0
FIN-000451,20251201,2025-12,8,Material,Forecast,45229.27,0.0,0.0,0.0,0.0,13137.26,48450.43,48450.43,0.0,0.0
FIN-000452,20251201,2025-12,8,Other,Forecast,21665.15,0.0,0.0,0.0,0.0,5204.79,22528.24,22528.24,0.0,0.0
FIN-000453,20240701,2024-07,9,Labor,Actual,68082.7,80337.59,0.0,0.0,80337.59,0.0,0.0,80337.59,852.72,861.25
FIN-000454,20240701,2024-07,9,Contractor,Actual,41443.05,48902.8,0.0,0.0,48902.8,0.0,0.0,48902.8,362.13,365.75
FIN-000455,20240701,2024-07,9,Material,Actual,18863.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000456,20240701,2024-07,9,Other,Actual,8332.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000457,20240801,2024-08,9,Labor,Actual,69172.48,81623.53,0.0,0.0,81623.53,0.0,0.0,81623.53,842.33,850.75
FIN-000458,20240801,2024-08,9,Contractor,Actual,15086.54,17802.12,0.0,0.0,17802.12,0.0,0.0,17802.12,130.44,131.75
FIN-000459,20240801,2024-08,9,Material,Actual,19423.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000460,20240801,2024-08,9,Other,Actual,8952.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000461,20240901,2024-09,9,Labor,Actual,72762.97,85860.3,0.0,0.0,85860.3,0.0,0.0,85860.3,919.31,928.5
FIN-000462,20240901,2024-09,9,Contractor,Actual,29400.99,34693.17,0.0,0.0,34693.17,0.0,0.0,34693.17,263.61,266.25
FIN-000463,20240901,2024-09,9,Material,Actual,20498.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000464,20240901,2024-09,9,Other,Actual,9140.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000465,20241001,2024-10,9,Labor,Actual,65289.87,77042.05,0.0,0.0,77042.05,0.0,0.0,77042.05,813.12,821.25
FIN-000466,20241001,2024-10,9,Contractor,Actual,27713.21,32701.59,0.0,0.0,32701.59,0.0,0.0,32701.59,238.37,240.75
FIN-000467,20241001,2024-10,9,Material,Actual,22206.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000468,20241001,2024-10,9,Other,Actual,10496.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000469,20241101,2024-11,9,Labor,Actual,37292.93,44005.66,0.0,0.0,44005.66,0.0,0.0,44005.66,444.55,449.0
FIN-000470,20241101,2024-11,9,Contractor,Actual,26159.76,30868.52,0.0,0.0,30868.52,0.0,0.0,30868.52,224.75,227.0
FIN-000471,20241101,2024-11,9,Material,Actual,23375.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000472,20241101,2024-11,9,Other,Actual,10602.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000473,20241201,2024-12,9,Labor,Actual,55177.94,65109.97,0.0,0.0,65109.97,0.0,0.0,65109.97,680.2,687.0
FIN-000474,20241201,2024-12,9,Contractor,Actual,17453.21,20594.79,0.0,0.0,20594.79,0.0,0.0,20594.79,165.35,167.0
FIN-000475,20241201,2024-12,9,Material,Actual,24758.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000476,20241201,2024-12,9,Other,Actual,11256.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000477,20250101,2025-01,9,Labor,Actual,54940.56,64829.86,0.0,0.0,64829.86,0.0,0.0,64829.86,659.16,665.75
FIN-000478,20250101,2025-01,9,Contractor,Actual,24118.82,28460.21,0.0,0.0,28460.21,0.0,0.0,28460.21,210.89,213.0
FIN-000479,20250101,2025-01,9,Material,Actual,24613.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000480,20250101,2025-01,9,Other,Actual,11469.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000481,20250201,2025-02,9,Labor,Actual,29406.14,34699.24,0.0,0.0,34699.24,0.0,0.0,34699.24,386.88,390.75
FIN-000482,20250201,2025-02,9,Contractor,Actual,3953.14,4664.7,0.0,0.0,4664.7,0.0,0.0,4664.7,35.15,35.5
FIN-000483,20250201,2025-02,9,Material,Actual,25146.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000484,20250201,2025-02,9,Other,Actual,12226.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000485,20250301,2025-03,9,Labor,Actual,157824.89,186233.37,0.0,0.0,186233.37,0.0,0.0,186233.37,1909.9,1929.0
FIN-000486,20250301,2025-03,9,Contractor,Actual,212024.39,250188.78,0.0,0.0,250188.78,0.0,0.0,250188.78,1928.22,1947.5
FIN-000487,20250301,2025-03,9,Material,Actual,24841.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000488,20250301,2025-03,9,Other,Actual,11587.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000489,20250401,2025-04,9,Labor,Actual,104403.82,123196.5,0.0,0.0,123196.5,0.0,0.0,123196.5,1260.89,1273.5
FIN-000490,20250401,2025-04,9,Contractor,Actual,170774.41,201513.8,0.0,0.0,201513.8,0.0,0.0,201513.8,1562.87,1578.5
FIN-000491,20250401,2025-04,9,Material,Actual,25742.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000492,20250401,2025-04,9,Other,Actual,12973.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000493,20250501,2025-05,9,Labor,Actual,148490.0,175218.2,0.0,0.0,175218.2,0.0,0.0,175218.2,1748.27,1765.75
FIN-000494,20250501,2025-05,9,Contractor,Actual,168524.55,198858.97,0.0,0.0,198858.97,0.0,0.0,198858.97,1536.88,1552.25
FIN-000495,20250501,2025-05,9,Material,Actual,27989.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000496,20250501,2025-05,9,Other,Actual,11953.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000497,20250601,2025-06,9,Labor,Actual,151685.32,178988.67,0.0,0.0,178988.67,0.0,0.0,178988.67,1807.18,1825.25
FIN-000498,20250601,2025-06,9,Contractor,Actual,210890.16,248850.39,0.0,0.0,248850.39,0.0,0.0,248850.39,1912.62,1931.75
FIN-000499,20250601,2025-06,9,Material,Actual,26532.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000500,20250601,2025-06,9,Other,Actual,13340.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN-000501,20250701,2025-07,9,Labor,Forecast,36334.44,0.0,0.0,0.0,0.0,23041.48,53626.84,53626.84,416.43,0.0
FIN-000502,20250701,2025-07,9,Contractor,Forecast,23500.53,0.0,0.0,0.0,0.0,18057.43,37970.75,37970.75,185.41,0.0
FIN-000503,20250701,2025-07,9,Material,Forecast,28473.72,0.0,0.0,0.0,0.0,18915.07,45532.3,45532.3,0.0,0.0
FIN-000504,20250701,2025-07,9,Other,Forecast,12752.22,0.0,0.0,0.0,0.0,5593.44,20373.8,20373.8,0.0,0.0
FIN-000505,20250801,2025-08,9,Labor,Forecast,38644.31,0.0,0.0,0.0,0.0,21960.29,63183.72,63183.72,442.9,0.0
FIN-000506,20250801,2025-08,9,Contractor,Forecast,24288.98,0.0,0.0,0.0,0.0,16236.02,37248.9,37248.9,191.63,0.0
FIN-000507,20250801,2025-08,9,Material,Forecast,28170.61,0.0,0.0,0.0,0.0,18966.04,46690.11,46690.11,0.0,0.0
FIN-000508,20250801,2025-08,9,Other,Forecast,13147.14,0.0,0.0,0.0,0.0,6421.61,21316.81,21316.81,0.0,0.0
FIN-000509,20250901,2025-09,9,Labor,Forecast,36876.24,0.0,0.0,0.0,0.0,15903.93,53251.15,53251.15,422.64,0.0
FIN-000510,20250901,2025-09,9,Contractor,Forecast,24513.92,0.0,0.0,0.0,0.0,12400.19,36326.16,36326.16,193.4,0.0
FIN-000511,20250901,2025-09,9,Material,Forecast,28111.2,0.0,0.0,0.0,0.0,18791.14,46768.22,46768.22,0.0,0.0
FIN-000512,20250901,2025-09,9,Other,Forecast,14597.54,0.0,0.0,0.0,0.0,5603.48,23867.24,23867.24,0.0,0.0
FIN-000513,20251001,2025-10,9,Labor,Forecast,42173.6,0.0,0.0,0.0,0.0,16816.93,61429.9,61429.9,483.35,0.0
FIN-000514,20251001,2025-10,9,Contractor,Forecast,25807.76,0.0,0.0,0.0,0.0,16733.89,40062.85,40062.85,203.61,0.0
FIN-000515,20251001,2025-10,9,Material,Forecast,28956.59,0.0,0.0,0.0,0.0,19403.6,41547.91,41547.91,0.0,0.0
FIN-000516,20251001,2025-10,9,Other,Forecast,15252.62,0.0,0.0,0.0,0.0,5201.74,23558.56,23558.56,0.0,0.0
FIN-000517,20241001,2024-10,10,Labor,Actual,78915.39,36566.97,0.0,0.0,36566.97,0.0,0.0,36566.97,782.49,365.5
FIN-000518,20241001,2024-10,10,Contractor,Actual,23274.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.6,0.0
FIN-000519,20241001,2024-10,10,Material,Actual,90396.81,0.0,129091.81,0.0,129091.81,0.0,0.0,129091.81,0.0,0.0
FIN-000520,20241001,2024-10,10,Other,Actual,37504.37,0.0,0.0,44430.09,44430.09,0.0,0.0,44430.09,0.0,0.0
FIN-000521,20241101,2024-11,10,Labor,Actual,92136.96,72062.49,0.0,0.0,72062.49,0.0,0.0,72062.49,913.59,778.0
FIN-000522,20241101,2024-11,10,Contractor,Actual,28359.45,10961.17,0.0,0.0,10961.17,0.0,0.0,10961.17,192.03,96.5
FIN-000523,20241101,2024-11,10,Material,Actual,114162.38,0.0,164050.77,0.0,164050.77,0.0,0.0,164050.77,0.0,0.0
FIN-000524,20241101,2024-11,10,Other,Actual,44962.63,0.0,0.0,59714.2,59714.2,0.0,0.0,59714.2,0.0,0.0
FIN-000525,20241201,2024-12,10,Labor,Actual,110270.81,58868.83,0.0,0.0,58868.83,0.0,0.0,58868.83,1093.39,645.5
FIN-000526,20241201,2024-12,10,Contractor,Actual,36773.07,15968.68,0.0,0.0,15968.68,0.0,0.0,15968.68,249.01,136.5
FIN-000527,20241201,2024-12,10,Material,Actual,126763.19,0.0,183443.17,0.0,183443.17,0.0,0.0,183443.17,0.0,0.0
FIN-000528,20241201,2024-12,10,Other,Actual,54575.66,0.0,0.0,63971.5,63971.5,0.0,0.0,63971.5,0.0,0.0
FIN-000529,20250101,2025-01,10,Labor,Actual,125123.96,81824.43,0.0,0.0,81824.43,0.0,0.0,81824.43,1240.67,870.75
FIN-000530,20250101,2025-01,10,Contractor,Actual,38667.71,30271.32,0.0,0.0,30271.32,0.0,0.0,30271.32,261.84,237.5
FIN-000531,20250101,2025-01,10,Material,Actual,133483.25,0.0,157992.16,0.0,157992.16,0.0,0.0,157992.16,0.0,0.0
FIN-000532,20250101,2025-01,10,Other,Actual,60219.92,0.0,0.0,67382.92,67382.92,0.0,0.0,67382.92,0.0,0.0
FIN-000533,20250201,2025-02,10,Labor,Actual,131074.98,40091.06,0.0,0.0,40091.06,0.0,0.0,40091.06,1299.68,425.25
FIN-000534,20250201,2025-02,10,Contractor,Actual,48153.11,16544.64,0.0,0.0,16544.64,0.0,0.0,16544.64,326.07,138.75
FIN-000535,20250201,2025-02,10,Material,Actual,150460.69,0.0,221923.47,0.0,221923.47,0.0,0.0,221923.47,0.0,0.0
FIN-000536,20250201,2025-02,10,Other,Actual,68237.67,0.0,0.0,88068.35,88068.35,0.0,0.0,88068.35,0.0,0.0
FIN-000537,20250301,2025-03,10,Labor,Actual,144940.31,48671.73,0.0,0.0,48671.73,0.0,0.0,48671.73,1437.16,520.25
FIN-000538,20250301,2025-03,10,Contractor,Actual,51280.08,2080.17,0.0,0.0,2080.17,0.0,0.0,2080.17,347.24,21.75
FIN-000539,20250301,2025-03,10,Material,Actual,154272.94,0.0,231599.54,0.0,231599.54,0.0,0.0,231599.54,0.0,0.0
FIN-000540,20250301,2025-03,10,Other,Actual,66027.05,0.0,0.0,82310.79,82310.79,0.0,0.0,82310.79,0.0,0.0
FIN-000541,20250401,2025-04,10,Labor,Actual,155108.46,44408.98,0.0,0.0,44408.98,0.0,0.0,44408.98,1537.98,489.25
FIN-000542,20250401,2025-04,10,Contractor,Actual,54847.23,1760.63,0.0,0.0,1760.63,0.0,0.0,1760.63,371.39,18.75
FIN-000543,20250401,2025-04,10,Material,Actual,163697.32,0.0,239181.08,0.0,239181.08,0.0,0.0,239181.08,0.0,0.0
FIN-000544,20250401,2025-04,10,Other,Actual,68982.26,0.0,0.0,79760.79,79760.79,0.0,0.0,79760.79,0.0,0.0
FIN-000545,20250501,2025-05,10,Labor,Actual,161423.65,39540.88,0.0,0.0,39540.88,0.0,0.0,39540.88,1600.6,438.5
FIN-000546,20250501,2025-05,10,Contractor,Actual,55868.44,2652.46,0.0,0.0,2652.46,0.0,0.0,2652.46,378.31,24.25
FIN-000547,20250501,2025-05,10,Material,Actual,154248.91,0.0,163617.97,0.0,163617.97,0.0,0.0,163617.97,0.0,0.0
FIN-000548,20250501,2025-05,10,Other,Actual,64241.61,0.0,0.0,74544.96,74544.96,0.0,0.0,74544.96,0.0,0.0
FIN-000549,20250601,2025-06,10,Labor,Actual,160386.18,77625.73,0.0,0.0,77625.73,0.0,0.0,77625.73,1590.31,836.75
FIN-000550,20250601,2025-06,10,Contractor,Actual,57484.25,11759.24,0.0,0.0,11759.24,0.0,0.0,11759.24,389.25,68.0
FIN-000551,20250601,2025-06,10,Material,Actual,145624.93,0.0,177111.61,0.0,177111.61,0.0,0.0,177111.61,0.0,0.0
FIN-000552,20250601,2025-06,10,Other,Actual,61723.81,0.0,0.0,71691.28,71691.28,0.0,0.0,71691.28,0.0,0.0
FIN-000553,20250701,2025-07,10,Labor,Forecast,150866.45,0.0,0.0,0.0,0.0,83221.58,208630.76,208630.76,1495.92,0.0
FIN-000554,20250701,2025-07,10,Contractor,Forecast,53491.44,0.0,0.0,0.0,0.0,30537.68,74411.61,74411.61,362.21,0.0
FIN-000555,20250701,2025-07,10,Material,Forecast,145847.24,0.0,0.0,0.0,0.0,83159.08,188767.28,188767.28,0.0,0.0
FIN-000556,20250701,2025-07,10,Other,Forecast,58855.09,0.0,0.0,0.0,0.0,26163.22,74092.27,74092.27,0.0,0.0
FIN-000557,20250801,2025-08,10,Labor,Forecast,130991.16,0.0,0.0,0.0,0.0,65100.04,184875.7,184875.7,1298.85,0.0
FIN-000558,20250801,2025-08,10,Contractor,Forecast,49650.15,0.0,0.0,0.0,0.0,29311.18,68102.14,68102.14,336.2,0.0
FIN-000559,20250801,2025-08,10,Material,Forecast,124613.12,0.0,0.0,0.0,0.0,79846.39,174863.75,174863.75,0.0,0.0
FIN-000560,20250801,2025-08,10,Other,Forecast,57786.77,0.0,0.0,0.0,0.0,27369.83,77470.0,77470.0,0.0,0.0
FIN-000561,20250901,2025-09,10,Labor,Forecast,123743.98,0.0,0.0,0.0,0.0,50580.51,152304.19,152304.19,1226.99,0.0
FIN-000562,20250901,2025-09,10,Contractor,Forecast,46708.97,0.0,0.0,0.0,0.0,26120.46,61189.47,61189.47,316.29,0.0
FIN-000563,20250901,2025-09,10,Material,Forecast,117386.8,0.0,0.0,0.0,0.0,61824.07,154131.91,154131.91,0.0,0.0
FIN-000564,20250901,2025-09,10,Other,Forecast,48916.46,0.0,0.0,0.0,0.0,18369.63,61941.8,61941.8,0.0,0.0
FIN-000565,20251001,2025-10,10,Labor,Forecast,114463.44,0.0,0.0,0.0,0.0,37762.12,151063.64,151063.64,1134.96,0.0
FIN-000566,20251001,2025-10,10,Contractor,Forecast,45203.9,0.0,0.0,0.0,0.0,15909.91,59280.41,59280.41,306.1,0.0
FIN-000567,20251001,2025-10,10,Material,Forecast,99651.14,0.0,0.0,0.0,0.0,49923.29,138143.67,138143.67,0.0,0.0
FIN-000568,20251001,2025-10,10,Other,Forecast,42478.5,0.0,0.0,0.0,0.0,13593.41,53016.95,53016.95,0.0,0.0
FIN-000569,20251101,2025-11,10,Labor,Forecast,95842.25,0.0,0.0,0.0,0.0,28779.83,117429.56,117429.56,950.33,0.0
FIN-000570,20251101,2025-11,10,Contractor,Forecast,37475.11,0.0,0.0,0.0,0.0,14204.23,45742.15,45742.15,253.76,0.0
FIN-000571,20251101,2025-11,10,Material,Forecast,84375.24,0.0,0.0,0.0,0.0,42979.28,113643.25,113643.25,0.0,0.0
FIN-000572,20251101,2025-11,10,Other,Forecast,35779.51,0.0,0.0,0.0,0.0,14146.32,48898.38,48898.38,0.0,0.0
FIN-000573,20251201,2025-12,10,Labor,Forecast,79152.63,0.0,0.0,0.0,0.0,25715.77,98074.77,98074.77,784.84,0.0
FIN-000574,20251201,2025-12,10,Contractor,Forecast,31520.89,0.0,0.0,0.0,0.0,12565.84,44397.04,44397.04,213.44,0.0
FIN-000575,20251201,2025-12,10,Material,Forecast,61820.1,0.0,0.0,0.0,0.0,22699.53,75275.16,75275.16,0.0,0.0
FIN-000576,20251201,2025-12,10,Other,Forecast,29705.54,0.0,0.0,0.0,0.0,7818.94,41016.3,41016.3,0.0,0.0
FIN-000577,20240701,2024-07,11,Labor,Actual,106778.43,79724.61,0.0,0.0,79724.61,0.0,0.0,79724.61,1117.5,874.75
FIN-000578,20240701,2024-07,11,Contractor,Actual,23962.17,7466.09,0.0,0.0,7466.09,0.0,0.0,7466.09,204.21,48.25
FIN-000579,20240701,2024-07,11,Material,Actual,82748.08,0.0,159685.65,0.0,159685.65,0.0,0.0,159685.65,0.0,0.0
FIN-000580,20240701,2024-07,11,Other,Actual,28913.13,0.0,0.0,62900.6,62900.6,0.0,0.0,62900.6,0.0,0.0
FIN-000581,20240801,2024-08,11,Labor,Actual,158601.59,72210.34,0.0,0.0,72210.34,0.0,0.0,72210.34,1659.86,784.75
FIN-000582,20240801,2024-08,11,Contractor,Actual,34106.39,17817.23,0.0,0.0,17817.23,0.0,0.0,17817.23,290.66,131.5
FIN-000583,20240801,2024-08,11,Material,Actual,103293.2,0.0,223819.78,0.0,223819.78,0.0,0.0,223819.78,0.0,0.0
FIN-000584,20240801,2024-08,11,Other,Actual,43991.67,0.0,0.0,86393.58,86393.58,0.0,0.0,86393.58,0.0,0.0
FIN-000585,20240901,2024-09,11,Labor,Actual,194736.92,109343.81,0.0,0.0,109343.81,0.0,0.0,109343.81,2038.04,1179.25
FIN-000586,20240901,2024-09,11,Contractor,Actual,39797.65,35683.12,0.0,0.0,35683.12,0.0,0.0,35683.12,339.16,255.75
FIN-000587,20240901,2024-09,11,Material,Actual,118562.71,0.0,238917.9,0.0,238917.9,0.0,0.0,238917.9,0.0,0.0
FIN-000588,20240901,2024-09,11,Other,Actual,51243.31,0.0,0.0,111249.69,111249.69,0.0,0.0,111249.69,0.0,0.0
FIN-000589,20241001,2024-10,11,Labor,Actual,201594.22,37707.27,0.0,0.0,37707.27,0.0,0.0,37707.27,2109.81,389.5
FIN-000590,20241001,2024-10,11,Contractor,Actual,46727.97,41750.27,0.0,0.0,41750.27,0.0,0.0,41750.27,398.22,328.0
FIN-000591,20241001,2024-10,11,Material,Actual,131187.92,0.0,254936.54,0.0,254936.54,0.0,0.0,254936.54,0.0,0.0
FIN-000592,20241001,2024-10,11,Other,Actual,58266.42,0.0,0.0,127288.49,127288.49,0.0,0.0,127288.49,0.0,0.0
FIN-000593,20241101,2024-11,11,Labor,Actual,220066.14,41164.58,0.0,0.0,41164.58,0.0,0.0,41164.58,2303.12,478.5
